"STATION","species1","species2","overlap"
"PATT","SOSP","LAZB",0.0474887493058849
"PATT","SOSP","BUOR",0.529287267907896
"PATT","SOSP","PISI",0.0107931574696745
"PATT","SOSP","AMGO",0.289662578921892
"PATT","LAZB","BUOR",0.0140944182227802
"PATT","LAZB","PISI",0.470088522941202
"PATT","LAZB","AMGO",0.0216462844636818
"PATT","BUOR","PISI",8.84770135539656e-05
"PATT","BUOR","AMGO",0.0703994007517144
"PATT","PISI","AMGO",0.00399235166122988
"FTGI","YBSA","DOWO",0.0191037770485872
"FTGI","YBSA","YSFL",1.65510077642079e-16
"FTGI","YBSA","TRFL",1.3328065248979e-16
"FTGI","YBSA","LEFL",0.176309523415804
"FTGI","YBSA","EAPH",0.634259644078533
"FTGI","YBSA","EAKI",1.22665266829032e-16
"FTGI","YBSA","WAVI",1.28071296307776e-16
"FTGI","YBSA","REVI",1.9576312899505e-16
"FTGI","YBSA","BLJA",0.0337838568104272
"FTGI","YBSA","TRES",2.32865455874917e-16
"FTGI","YBSA","BCCH",0.905749024466412
"FTGI","YBSA","VEER",1.36703240584539e-16
"FTGI","YBSA","HETH",0.126663247925553
"FTGI","YBSA","WOTH",0.0562146143246044
"FTGI","YBSA","AMRO",9.699321300048e-17
"FTGI","YBSA","GRCA",1.15492237314635e-16
"FTGI","YBSA","BRTH",0.205559132303818
"FTGI","YBSA","CEDW",1.78110695877987e-16
"FTGI","YBSA","TEWA",0.863201838020117
"FTGI","YBSA","NAWA",1.23813036010139e-16
"FTGI","YBSA","YEWA",2.09997223388701e-16
"FTGI","YBSA","CSWA",8.75278295480976e-06
"FTGI","YBSA","MAWA",0.32099597736915
"FTGI","YBSA","MYWA",0.0548146793769045
"FTGI","YBSA","BAWW",0.00973525543331274
"FTGI","YBSA","AMRE",0.735182837145174
"FTGI","YBSA","OVEN",0.839379365218911
"FTGI","YBSA","MOWA",0.00701766387517695
"FTGI","YBSA","COYE",1.61901500021658e-16
"FTGI","YBSA","WIWA",0.000654637598497895
"FTGI","YBSA","CAWA",0.621820200190947
"FTGI","YBSA","SCTA",0.000855415052724403
"FTGI","YBSA","CHSP",1.51227074021667e-16
"FTGI","YBSA","FISP",0.0367394650183996
"FTGI","YBSA","SOSP",8.60764603428527e-14
"FTGI","YBSA","WTSP",1.85768291628545e-08
"FTGI","YBSA","NOCA",0.0014153233333211
"FTGI","YBSA","RBGR",0.010482419978456
"FTGI","YBSA","INBU",0.00295081274175012
"FTGI","YBSA","RWBL",0.887366065997265
"FTGI","YBSA","COGR",7.08041213553423e-13
"FTGI","YBSA","BHCO",0.771583347669991
"FTGI","YBSA","BAOR",0.00364921302886446
"FTGI","YBSA","PUFI",1.4713549950849e-16
"FTGI","YBSA","HOFI",1.22006786767994e-06
"FTGI","YBSA","PISI",1.78569485243444e-16
"FTGI","YBSA","AMGO",0.0502517786633965
"FTGI","YBSA","EVGR",8.5624084147571e-17
"FTGI","DOWO","YSFL",1.20882315502147e-16
"FTGI","DOWO","TRFL",1.31375990974358e-16
"FTGI","DOWO","LEFL",0.181080044873521
"FTGI","DOWO","EAPH",0.0619540994889052
"FTGI","DOWO","EAKI",1.08113111325612e-16
"FTGI","DOWO","WAVI",1.22956443569168e-16
"FTGI","DOWO","REVI",1.29341130365863e-16
"FTGI","DOWO","BLJA",0.240669606182727
"FTGI","DOWO","TRES",1.30856825567353e-16
"FTGI","DOWO","BCCH",0.0230674160497537
"FTGI","DOWO","VEER",2.73717265184169e-16
"FTGI","DOWO","HETH",0.236242366639851
"FTGI","DOWO","WOTH",0.475411632291223
"FTGI","DOWO","AMRO",1.12927386459256e-16
"FTGI","DOWO","GRCA",1.28698932458664e-16
"FTGI","DOWO","BRTH",0.0110160296745532
"FTGI","DOWO","CEDW",1.32597290428004e-16
"FTGI","DOWO","TEWA",0.00485300029124861
"FTGI","DOWO","NAWA",1.37885782625358e-16
"FTGI","DOWO","YEWA",2.36534474355876e-16
"FTGI","DOWO","CSWA",1.20042230787071e-16
"FTGI","DOWO","MAWA",0.0400198156550626
"FTGI","DOWO","MYWA",0.349025096434848
"FTGI","DOWO","BAWW",0.811443035427653
"FTGI","DOWO","AMRE",0.0449135660288887
"FTGI","DOWO","OVEN",0.0533184165751236
"FTGI","DOWO","MOWA",0.890937326772402
"FTGI","DOWO","COYE",1.80579820678669e-16
"FTGI","DOWO","WIWA",1.58767099342384e-16
"FTGI","DOWO","CAWA",0.012720779228503
"FTGI","DOWO","SCTA",1.82901146388512e-14
"FTGI","DOWO","CHSP",1.79466959393595e-16
"FTGI","DOWO","FISP",1.06938406090653e-12
"FTGI","DOWO","SOSP",1.06712312435992e-16
"FTGI","DOWO","WTSP",1.49783613879652e-16
"FTGI","DOWO","NOCA",1.20342884674605e-16
"FTGI","DOWO","RBGR",0.173823620464243
"FTGI","DOWO","INBU",7.53862259358683e-12
"FTGI","DOWO","RWBL",0.0182990566536002
"FTGI","DOWO","COGR",1.56767074671015e-16
"FTGI","DOWO","BHCO",0.00167590512924826
"FTGI","DOWO","BAOR",0.687106853961689
"FTGI","DOWO","PUFI",1.24493094807464e-16
"FTGI","DOWO","HOFI",1.09701973178069e-16
"FTGI","DOWO","PISI",1.7749582035816e-16
"FTGI","DOWO","AMGO",0.344193844996151
"FTGI","DOWO","EVGR",1.47154620973971e-16
"FTGI","YSFL","TRFL",3.10944121280055e-16
"FTGI","YSFL","LEFL",1.27990548817039e-16
"FTGI","YSFL","EAPH",1.1897418008497e-16
"FTGI","YSFL","EAKI",2.40831964568599e-06
"FTGI","YSFL","WAVI",0.281471853210339
"FTGI","YSFL","REVI",0.380694913485102
"FTGI","YSFL","BLJA",9.14101490860703e-17
"FTGI","YSFL","TRES",1.59110707350272e-16
"FTGI","YSFL","BCCH",1.62160725097845e-16
"FTGI","YSFL","VEER",0.187181399610586
"FTGI","YSFL","HETH",1.21513667138331e-16
"FTGI","YSFL","WOTH",1.20810381809388e-16
"FTGI","YSFL","AMRO",1.55904982761863e-16
"FTGI","YSFL","GRCA",1.5902794774538e-10
"FTGI","YSFL","BRTH",1.54191135586837e-16
"FTGI","YSFL","CEDW",0.0196182879338353
"FTGI","YSFL","TEWA",1.60923433689971e-16
"FTGI","YSFL","NAWA",1.65866437510378e-16
"FTGI","YSFL","YEWA",2.5414343696377e-16
"FTGI","YSFL","CSWA",1.53062350790826e-16
"FTGI","YSFL","MAWA",2.28823962083082e-16
"FTGI","YSFL","MYWA",1.3587708662159e-16
"FTGI","YSFL","BAWW",9.25754923860948e-17
"FTGI","YSFL","AMRE",1.77803766803743e-16
"FTGI","YSFL","OVEN",1.5348262788669e-16
"FTGI","YSFL","MOWA",1.27090415806569e-16
"FTGI","YSFL","COYE",5.87879699933525e-07
"FTGI","YSFL","WIWA",1.77416984416377e-16
"FTGI","YSFL","CAWA",1.96344195349982e-16
"FTGI","YSFL","SCTA",1.47498827853439e-16
"FTGI","YSFL","CHSP",4.75954660004278e-07
"FTGI","YSFL","FISP",2.05049234007022e-16
"FTGI","YSFL","SOSP",0.116738849505686
"FTGI","YSFL","WTSP",1.02923512570737e-13
"FTGI","YSFL","NOCA",1.41303972271793e-16
"FTGI","YSFL","RBGR",1.44869756592529e-16
"FTGI","YSFL","INBU",1.62329184361278e-16
"FTGI","YSFL","RWBL",1.47669831469305e-16
"FTGI","YSFL","COGR",2.40296025660521e-16
"FTGI","YSFL","BHCO",1.82558161068876e-16
"FTGI","YSFL","BAOR",1.34072838129266e-16
"FTGI","YSFL","PUFI",0.000779645844487094
"FTGI","YSFL","HOFI",1.61589616764384e-16
"FTGI","YSFL","PISI",3.66748311701065e-08
"FTGI","YSFL","AMGO",1.6202696141834e-16
"FTGI","YSFL","EVGR",0.000350415065941391
"FTGI","TRFL","LEFL",1.26087371862439e-16
"FTGI","TRFL","EAPH",1.05841920880203e-16
"FTGI","TRFL","EAKI",0.231671836909916
"FTGI","TRFL","WAVI",1.53400591381784e-16
"FTGI","TRFL","REVI",6.77179834404556e-13
"FTGI","TRFL","BLJA",1.30275859625063e-16
"FTGI","TRFL","TRES",0.861940088988639
"FTGI","TRFL","BCCH",1.19727434341792e-16
"FTGI","TRFL","VEER",1.3555952941391e-14
"FTGI","TRFL","HETH",1.44656196781529e-16
"FTGI","TRFL","WOTH",1.74599745615612e-16
"FTGI","TRFL","AMRO",0.0710209639504093
"FTGI","TRFL","GRCA",0.274765383641022
"FTGI","TRFL","BRTH",4.26217985683559e-06
"FTGI","TRFL","CEDW",3.15392100633868e-05
"FTGI","TRFL","TEWA",1.42615764887358e-16
"FTGI","TRFL","NAWA",0.566396713873007
"FTGI","TRFL","YEWA",0.190853418195155
"FTGI","TRFL","CSWA",0.0034157951313988
"FTGI","TRFL","MAWA",1.2490618496326e-13
"FTGI","TRFL","MYWA",1.44975819931302e-16
"FTGI","TRFL","BAWW",1.33490837550309e-16
"FTGI","TRFL","AMRE",6.11817415257965e-13
"FTGI","TRFL","OVEN",1.01887137695692e-16
"FTGI","TRFL","MOWA",1.16604802662564e-16
"FTGI","TRFL","COYE",0.0108080776776165
"FTGI","TRFL","WIWA",3.34065712042423e-07
"FTGI","TRFL","CAWA",1.41972277211573e-16
"FTGI","TRFL","SCTA",0.0343679470098073
"FTGI","TRFL","CHSP",0.0649812587646718
"FTGI","TRFL","FISP",2.81453848591026e-12
"FTGI","TRFL","SOSP",0.227967397718904
"FTGI","TRFL","WTSP",0.565598502623051
"FTGI","TRFL","NOCA",0.000810262711043201
"FTGI","TRFL","RBGR",1.87951766482376e-16
"FTGI","TRFL","INBU",0.0734339814147007
"FTGI","TRFL","RWBL",1.10025867076183e-16
"FTGI","TRFL","COGR",0.456881780440403
"FTGI","TRFL","BHCO",1.22385960150996e-16
"FTGI","TRFL","BAOR",1.26831325586268e-16
"FTGI","TRFL","PUFI",0.000644732426578177
"FTGI","TRFL","HOFI",0.0392366940773653
"FTGI","TRFL","PISI",0.00242324276592489
"FTGI","TRFL","AMGO",1.72835377967977e-16
"FTGI","TRFL","EVGR",1.80612471014241e-16
"FTGI","LEFL","EAPH",0.456110141964362
"FTGI","LEFL","EAKI",8.55558315179998e-17
"FTGI","LEFL","WAVI",1.06306318105993e-16
"FTGI","LEFL","REVI",1.30412152220544e-16
"FTGI","LEFL","BLJA",0.726342313298477
"FTGI","LEFL","TRES",1.42469970183242e-16
"FTGI","LEFL","BCCH",0.228524900728643
"FTGI","LEFL","VEER",1.36320942928315e-16
"FTGI","LEFL","HETH",0.895202877195607
"FTGI","LEFL","WOTH",0.466157377743688
"FTGI","LEFL","AMRO",7.98315121895127e-17
"FTGI","LEFL","GRCA",9.91014595238293e-17
"FTGI","LEFL","BRTH",0.137793202661477
"FTGI","LEFL","CEDW",1.51236353072567e-16
"FTGI","LEFL","TEWA",0.126660283945317
"FTGI","LEFL","NAWA",1.33716833127912e-16
"FTGI","LEFL","YEWA",1.97407664431833e-16
"FTGI","LEFL","CSWA",1.27167668007107e-08
"FTGI","LEFL","MAWA",0.0751213585912795
"FTGI","LEFL","MYWA",0.656768939963598
"FTGI","LEFL","BAWW",0.242495594696136
"FTGI","LEFL","AMRE",0.260832907425791
"FTGI","LEFL","OVEN",0.273650390397238
"FTGI","LEFL","MOWA",0.209099255235752
"FTGI","LEFL","COYE",1.49781172621372e-16
"FTGI","LEFL","WIWA",1.12351075675082e-06
"FTGI","LEFL","CAWA",0.136742497728238
"FTGI","LEFL","SCTA",1.44055010507975e-05
"FTGI","LEFL","CHSP",1.47553775628816e-16
"FTGI","LEFL","FISP",0.00507956169906062
"FTGI","LEFL","SOSP",2.28395403294183e-15
"FTGI","LEFL","WTSP",2.13649299618442e-10
"FTGI","LEFL","NOCA",7.28517899555422e-06
"FTGI","LEFL","RBGR",0.609839887094028
"FTGI","LEFL","INBU",0.00011471795659781
"FTGI","LEFL","RWBL",0.189093563024835
"FTGI","LEFL","COGR",2.42734647500279e-16
"FTGI","LEFL","BHCO",0.0929131360378035
"FTGI","LEFL","BAOR",0.100632192518667
"FTGI","LEFL","PUFI",1.39757860291949e-16
"FTGI","LEFL","HOFI",1.6446268021916e-09
"FTGI","LEFL","PISI",1.72155162203877e-16
"FTGI","LEFL","AMGO",0.603471435604194
"FTGI","LEFL","EVGR",6.66563869211514e-17
"FTGI","EAPH","EAKI",8.04536210604752e-17
"FTGI","EAPH","WAVI",8.33459510325515e-17
"FTGI","EAPH","REVI",1.32858509145424e-16
"FTGI","EAPH","BLJA",0.240334351758423
"FTGI","EAPH","TRES",1.07652865998527e-15
"FTGI","EAPH","BCCH",0.715815059475317
"FTGI","EAPH","VEER",9.48817070578556e-17
"FTGI","EAPH","HETH",0.388991785704564
"FTGI","EAPH","WOTH",0.141949536197854
"FTGI","EAPH","AMRO",7.9577245059826e-17
"FTGI","EAPH","GRCA",8.15397440422314e-17
"FTGI","EAPH","BRTH",0.200110695201685
"FTGI","EAPH","CEDW",1.70707272992349e-16
"FTGI","EAPH","TEWA",0.578186546492084
"FTGI","EAPH","NAWA",1.12247253629924e-16
"FTGI","EAPH","YEWA",1.59585539350283e-16
"FTGI","EAPH","CSWA",1.87130037386433e-07
"FTGI","EAPH","MAWA",0.196878054857061
"FTGI","EAPH","MYWA",0.200096075801984
"FTGI","EAPH","BAWW",0.0465508514940167
"FTGI","EAPH","AMRE",0.689983073823357
"FTGI","EAPH","OVEN",0.744284319050136
"FTGI","EAPH","MOWA",0.034928564989596
"FTGI","EAPH","COYE",1.20513923647882e-16
"FTGI","EAPH","WIWA",1.09426448090299e-05
"FTGI","EAPH","CAWA",0.418509237622577
"FTGI","EAPH","SCTA",4.58767410746953e-05
"FTGI","EAPH","CHSP",1.09788746698039e-16
"FTGI","EAPH","FISP",0.00823251704160543
"FTGI","EAPH","SOSP",1.28723460942152e-13
"FTGI","EAPH","WTSP",3.24591693869774e-09
"FTGI","EAPH","NOCA",3.69168575030655e-05
"FTGI","EAPH","RBGR",0.126456215440172
"FTGI","EAPH","INBU",0.000258774994474025
"FTGI","EAPH","RWBL",0.643229281192569
"FTGI","EAPH","COGR",5.61607758196165e-13
"FTGI","EAPH","BHCO",0.499685386705083
"FTGI","EAPH","BAOR",0.00380495537557409
"FTGI","EAPH","PUFI",1.27448862266018e-16
"FTGI","EAPH","HOFI",3.90418272821926e-08
"FTGI","EAPH","PISI",1.33021376578597e-16
"FTGI","EAPH","AMGO",0.164814382247236
"FTGI","EAPH","EVGR",6.07556411364796e-17
"FTGI","EAKI","WAVI",2.9079093571738e-14
"FTGI","EAKI","REVI",0.00013081708975769
"FTGI","EAKI","BLJA",1.16022589718077e-16
"FTGI","EAKI","TRES",0.195451192934486
"FTGI","EAKI","BCCH",1.2569991780745e-16
"FTGI","EAKI","VEER",1.20545734260475e-07
"FTGI","EAKI","HETH",1.28284511308145e-16
"FTGI","EAKI","WOTH",1.42342247018651e-16
"FTGI","EAKI","AMRO",2.01169381952893e-06
"FTGI","EAKI","GRCA",0.799985549218685
"FTGI","EAKI","BRTH",4.81943334212457e-16
"FTGI","EAKI","CEDW",0.106873052615417
"FTGI","EAKI","TEWA",1.23910582061226e-16
"FTGI","EAKI","NAWA",0.403060806495592
"FTGI","EAKI","YEWA",0.0053138653220654
"FTGI","EAKI","CSWA",5.01905591368007e-10
"FTGI","EAKI","MAWA",1.38779671786929e-16
"FTGI","EAKI","MYWA",1.22041759554533e-16
"FTGI","EAKI","BAWW",1.09346441254266e-16
"FTGI","EAKI","AMRE",1.25515249727325e-16
"FTGI","EAKI","OVEN",1.17067359174586e-16
"FTGI","EAKI","MOWA",1.0074334047986e-16
"FTGI","EAKI","COYE",0.316284549280356
"FTGI","EAKI","WIWA",1.31162689479903e-16
"FTGI","EAKI","CAWA",1.2993014194651e-16
"FTGI","EAKI","SCTA",1.40406140760026e-05
"FTGI","EAKI","CHSP",0.493097194025139
"FTGI","EAKI","FISP",1.47368899225352e-16
"FTGI","EAKI","SOSP",0.510321458623953
"FTGI","EAKI","WTSP",0.079317046167612
"FTGI","EAKI","NOCA",4.47794222414191e-13
"FTGI","EAKI","RBGR",1.75256837126907e-16
"FTGI","EAKI","INBU",0.00080888445777754
"FTGI","EAKI","RWBL",1.22075796658442e-16
"FTGI","EAKI","COGR",0.0220437677084451
"FTGI","EAKI","BHCO",1.34850693834944e-16
"FTGI","EAKI","BAOR",1.18927897592755e-16
"FTGI","EAKI","PUFI",0.169999772591287
"FTGI","EAKI","HOFI",9.43147388178313e-06
"FTGI","EAKI","PISI",0.233138516714663
"FTGI","EAKI","AMGO",1.59931298125639e-16
"FTGI","EAKI","EVGR",1.61147649850653e-16
"FTGI","WAVI","REVI",0.0825180089859847
"FTGI","WAVI","BLJA",1.02178283571026e-16
"FTGI","WAVI","TRES",1.59094937341206e-16
"FTGI","WAVI","BCCH",1.23067021442132e-16
"FTGI","WAVI","VEER",0.41632052181231
"FTGI","WAVI","HETH",1.25854068566654e-16
"FTGI","WAVI","WOTH",1.04936861296131e-16
"FTGI","WAVI","AMRO",1.5945310289039e-16
"FTGI","WAVI","GRCA",1.12473262183904e-16
"FTGI","WAVI","BRTH",1.48863162861045e-16
"FTGI","WAVI","CEDW",1.73962825371977e-05
"FTGI","WAVI","TEWA",1.22940803464806e-16
"FTGI","WAVI","NAWA",1.475111586804e-16
"FTGI","WAVI","YEWA",2.45528013414009e-16
"FTGI","WAVI","CSWA",1.72471823315475e-16
"FTGI","WAVI","MAWA",1.76760252628538e-16
"FTGI","WAVI","MYWA",1.20143396088814e-16
"FTGI","WAVI","BAWW",8.83487338756049e-17
"FTGI","WAVI","AMRE",1.70686886832941e-16
"FTGI","WAVI","OVEN",8.97889404994411e-17
"FTGI","WAVI","MOWA",1.24893833363807e-16
"FTGI","WAVI","COYE",1.25369453914633e-16
"FTGI","WAVI","WIWA",1.88803162530423e-16
"FTGI","WAVI","CAWA",1.43057628843583e-16
"FTGI","WAVI","SCTA",1.48103166838847e-16
"FTGI","WAVI","CHSP",1.32345967163335e-16
"FTGI","WAVI","FISP",1.97668683431105e-16
"FTGI","WAVI","SOSP",0.0214838487676357
"FTGI","WAVI","WTSP",1.71664135673749e-16
"FTGI","WAVI","NOCA",1.49938706603482e-16
"FTGI","WAVI","RBGR",1.41897691618636e-16
"FTGI","WAVI","INBU",1.56443941101199e-16
"FTGI","WAVI","RWBL",9.62810411821995e-17
"FTGI","WAVI","COGR",2.09514913913342e-16
"FTGI","WAVI","BHCO",1.14065818048958e-16
"FTGI","WAVI","BAOR",1.4080974999803e-16
"FTGI","WAVI","PUFI",5.8162781818482e-10
"FTGI","WAVI","HOFI",1.80282603201974e-16
"FTGI","WAVI","PISI",1.55761483763405e-16
"FTGI","WAVI","AMGO",1.46139480327943e-16
"FTGI","WAVI","EVGR",0.0390972154189116
"FTGI","REVI","BLJA",1.22253382720775e-16
"FTGI","REVI","TRES",3.62844232657938e-15
"FTGI","REVI","BCCH",1.66077349557354e-16
"FTGI","REVI","VEER",0.0308239181666734
"FTGI","REVI","HETH",1.49003932100892e-16
"FTGI","REVI","WOTH",1.45057193878491e-16
"FTGI","REVI","AMRO",1.25634674734571e-16
"FTGI","REVI","GRCA",6.23416433183637e-08
"FTGI","REVI","BRTH",1.17167816310287e-16
"FTGI","REVI","CEDW",0.214703382578775
"FTGI","REVI","TEWA",1.63891043344235e-16
"FTGI","REVI","NAWA",5.63778513177668e-15
"FTGI","REVI","YEWA",2.37444590563913e-16
"FTGI","REVI","CSWA",1.46748709077525e-16
"FTGI","REVI","MAWA",2.17045760875379e-16
"FTGI","REVI","MYWA",1.36997486863384e-16
"FTGI","REVI","BAWW",1.25758639668276e-16
"FTGI","REVI","AMRE",1.73206382300097e-16
"FTGI","REVI","OVEN",1.61894089144399e-16
"FTGI","REVI","MOWA",1.30774606266741e-16
"FTGI","REVI","COYE",0.000151749402579887
"FTGI","REVI","WIWA",1.72950357555292e-16
"FTGI","REVI","CAWA",1.79692812670205e-16
"FTGI","REVI","SCTA",1.47158656850097e-16
"FTGI","REVI","CHSP",8.60459016595602e-05
"FTGI","REVI","FISP",1.92447376525953e-16
"FTGI","REVI","SOSP",0.29326185344453
"FTGI","REVI","WTSP",1.76894469282322e-11
"FTGI","REVI","NOCA",1.19217329232914e-16
"FTGI","REVI","RBGR",1.65079231414172e-16
"FTGI","REVI","INBU",1.39758531984613e-16
"FTGI","REVI","RWBL",1.52502686448744e-16
"FTGI","REVI","COGR",2.32984961035901e-16
"FTGI","REVI","BHCO",1.91695847624255e-16
"FTGI","REVI","BAOR",1.61137116245208e-16
"FTGI","REVI","PUFI",0.0200753614362672
"FTGI","REVI","HOFI",1.4122689528593e-16
"FTGI","REVI","PISI",1.65974641550112e-05
"FTGI","REVI","AMGO",1.87010963248982e-16
"FTGI","REVI","EVGR",3.32320954149381e-12
"FTGI","BLJA","TRES",1.44907507203927e-16
"FTGI","BLJA","BCCH",0.054816685641308
"FTGI","BLJA","VEER",1.66503550762216e-16
"FTGI","BLJA","HETH",0.716086769766339
"FTGI","BLJA","WOTH",0.475520554825646
"FTGI","BLJA","AMRO",6.88621419421171e-17
"FTGI","BLJA","GRCA",1.37244944022314e-16
"FTGI","BLJA","BRTH",0.0210414870078567
"FTGI","BLJA","CEDW",1.57574088825887e-16
"FTGI","BLJA","TEWA",0.00872140038872797
"FTGI","BLJA","NAWA",1.70320119445057e-16
"FTGI","BLJA","YEWA",1.90958141553704e-16
"FTGI","BLJA","CSWA",1.20642804796897e-16
"FTGI","BLJA","MAWA",0.0399745893599135
"FTGI","BLJA","MYWA",0.682447885669207
"FTGI","BLJA","BAWW",0.282380430325629
"FTGI","BLJA","AMRE",0.0908697555448939
"FTGI","BLJA","OVEN",0.109096163866393
"FTGI","BLJA","MOWA",0.253708738612825
"FTGI","BLJA","COYE",1.62564332583608e-16
"FTGI","BLJA","WIWA",1.23749522082075e-16
"FTGI","BLJA","CAWA",0.023083357864985
"FTGI","BLJA","SCTA",1.2713396863819e-16
"FTGI","BLJA","CHSP",1.82554413118632e-16
"FTGI","BLJA","FISP",1.83795404889079e-16
"FTGI","BLJA","SOSP",1.29505668196489e-16
"FTGI","BLJA","WTSP",1.36244158954654e-16
"FTGI","BLJA","NOCA",1.20126708634981e-16
"FTGI","BLJA","RBGR",0.656815838509351
"FTGI","BLJA","INBU",4.55210647484693e-14
"FTGI","BLJA","RWBL",0.0390399477636169
"FTGI","BLJA","COGR",1.27470057164812e-16
"FTGI","BLJA","BHCO",0.00231534646601529
"FTGI","BLJA","BAOR",0.16904951715636
"FTGI","BLJA","PUFI",1.6563725810374e-16
"FTGI","BLJA","HOFI",8.86644751725761e-17
"FTGI","BLJA","PISI",1.77189439645606e-16
"FTGI","BLJA","AMGO",0.612237136906506
"FTGI","BLJA","EVGR",8.15767077843501e-17
"FTGI","TRES","BCCH",1.341613227325e-16
"FTGI","TRES","VEER",4.22468286647677e-16
"FTGI","TRES","HETH",1.6194796979757e-16
"FTGI","TRES","WOTH",1.86931050919941e-16
"FTGI","TRES","AMRO",0.154318853704989
"FTGI","TRES","GRCA",0.251851866295642
"FTGI","TRES","BRTH",0.001505571054561
"FTGI","TRES","CEDW",3.23015248934482e-06
"FTGI","TRES","TEWA",1.59559094299395e-16
"FTGI","TRES","NAWA",0.478245492202012
"FTGI","TRES","YEWA",0.234896740074655
"FTGI","TRES","CSWA",0.0134714526487635
"FTGI","TRES","MAWA",6.05569733533884e-09
"FTGI","TRES","MYWA",1.57178215009234e-16
"FTGI","TRES","BAWW",1.3486069115221e-16
"FTGI","TRES","AMRE",1.97029144382446e-09
"FTGI","TRES","OVEN",6.45503193686467e-14
"FTGI","TRES","MOWA",1.2484999106072e-16
"FTGI","TRES","COYE",0.00394730559049145
"FTGI","TRES","WIWA",0.000620468420628032
"FTGI","TRES","CAWA",2.01097950720216e-16
"FTGI","TRES","SCTA",0.0686625885653662
"FTGI","TRES","CHSP",0.0540209217213248
"FTGI","TRES","FISP",4.79084173903965e-07
"FTGI","TRES","SOSP",0.211389221479814
"FTGI","TRES","WTSP",0.682759429034366
"FTGI","TRES","NOCA",0.00878762071084521
"FTGI","TRES","RBGR",2.08488542129658e-16
"FTGI","TRES","INBU",0.107191461872896
"FTGI","TRES","RWBL",3.16339903966039e-15
"FTGI","TRES","COGR",0.567510615780162
"FTGI","TRES","BHCO",2.37906896183715e-16
"FTGI","TRES","BAOR",1.35838022068567e-16
"FTGI","TRES","PUFI",0.00011310585078032
"FTGI","TRES","HOFI",0.0838954381559623
"FTGI","TRES","PISI",0.000545803511324289
"FTGI","TRES","AMGO",2.01309355206604e-16
"FTGI","TRES","EVGR",1.83513923421939e-16
"FTGI","BCCH","VEER",1.68669960834173e-16
"FTGI","BCCH","HETH",0.176948058565945
"FTGI","BCCH","WOTH",0.0651313577583839
"FTGI","BCCH","AMRO",9.83984712318369e-17
"FTGI","BCCH","GRCA",1.14401015696263e-16
"FTGI","BCCH","BRTH",0.200622218673746
"FTGI","BCCH","CEDW",1.85793149915504e-16
"FTGI","BCCH","TEWA",0.816029098504054
"FTGI","BCCH","NAWA",1.23947948958411e-16
"FTGI","BCCH","YEWA",1.70950973710991e-16
"FTGI","BCCH","CSWA",1.23144859925184e-07
"FTGI","BCCH","MAWA",0.305369469275916
"FTGI","BCCH","MYWA",0.0773736207677662
"FTGI","BCCH","BAWW",0.00962698363374663
"FTGI","BCCH","AMRE",0.778829856247598
"FTGI","BCCH","OVEN",0.881430193329157
"FTGI","BCCH","MOWA",0.00610365260070408
"FTGI","BCCH","COYE",1.47698378279232e-16
"FTGI","BCCH","WIWA",1.15747767009004e-05
"FTGI","BCCH","CAWA",0.597015710697968
"FTGI","BCCH","SCTA",5.48936229400763e-05
"FTGI","BCCH","CHSP",1.40143801572532e-16
"FTGI","BCCH","FISP",0.0172780113583453
"FTGI","BCCH","SOSP",1.79714568327421e-14
"FTGI","BCCH","WTSP",1.40752176342989e-09
"FTGI","BCCH","NOCA",4.96939372711917e-05
"FTGI","BCCH","RBGR",0.0186797215184236
"FTGI","BCCH","INBU",0.000361878121264419
"FTGI","BCCH","RWBL",0.887056456832929
"FTGI","BCCH","COGR",1.14267652345013e-14
"FTGI","BCCH","BHCO",0.707542212203775
"FTGI","BCCH","BAOR",0.000233463817336208
"FTGI","BCCH","PUFI",1.39305198967155e-16
"FTGI","BCCH","HOFI",1.73669439975166e-08
"FTGI","BCCH","PISI",1.53546405749159e-16
"FTGI","BCCH","AMGO",0.0622914373497118
"FTGI","BCCH","EVGR",1.07868352495802e-16
"FTGI","VEER","HETH",2.07481267117068e-16
"FTGI","VEER","WOTH",2.97139433535751e-16
"FTGI","VEER","AMRO",1.30858147454075e-16
"FTGI","VEER","GRCA",1.40911127073268e-10
"FTGI","VEER","BRTH",1.31604858043704e-16
"FTGI","VEER","CEDW",0.000576328354983647
"FTGI","VEER","TEWA",1.38456468993041e-16
"FTGI","VEER","NAWA",3.75189223059958e-16
"FTGI","VEER","YEWA",3.11652405127182e-16
"FTGI","VEER","CSWA",1.28851699381898e-16
"FTGI","VEER","MAWA",1.80126619297295e-16
"FTGI","VEER","MYWA",2.98126352655804e-16
"FTGI","VEER","BAWW",2.58147551745735e-16
"FTGI","VEER","AMRE",1.52747436620024e-16
"FTGI","VEER","OVEN",1.2885610860251e-16
"FTGI","VEER","MOWA",3.13567746097536e-16
"FTGI","VEER","COYE",2.82374812585182e-08
"FTGI","VEER","WIWA",1.87956996171554e-16
"FTGI","VEER","CAWA",1.72584294036712e-16
"FTGI","VEER","SCTA",1.08373208693025e-16
"FTGI","VEER","CHSP",2.03653399736655e-08
"FTGI","VEER","FISP",1.51424699354242e-16
"FTGI","VEER","SOSP",0.0193085542667818
"FTGI","VEER","WTSP",6.47497347807753e-13
"FTGI","VEER","NOCA",1.30564653043346e-16
